"","stock_name","brood_year","survival_index","value"
"1913","Portage",2009,"SR_cov_resid",NA
"1914","Portage",2010,"SR_cov_resid",NA
"1915","Portage",2011,"SR_cov_resid",NA
"1916","Portage",2012,"SR_cov_resid",NA
"1917","Portage",2013,"SR_cov_resid",NA
"1918","Portage",2014,"SR_cov_resid",NA
"1919","Portage",2015,"SR_cov_resid",NA
"1976","Quesnel",2006,"SR_cov_resid",NA
"1977","Quesnel",2007,"SR_cov_resid",NA
"1978","Quesnel",2008,"SR_cov_resid",NA
"1979","Quesnel",2009,"SR_cov_resid",NA
"1980","Quesnel",2010,"SR_cov_resid",NA
"1981","Quesnel",2011,"SR_cov_resid",NA
"1982","Quesnel",2012,"SR_cov_resid",NA
"1983","Quesnel",2013,"SR_cov_resid",NA
"1984","Quesnel",2014,"SR_cov_resid",NA
"1985","Quesnel",2015,"SR_cov_resid",NA
"2042","Raft",2006,"SR_cov_resid",NA
"2043","Raft",2007,"SR_cov_resid",NA
"2044","Raft",2008,"SR_cov_resid",NA
"2045","Raft",2009,"SR_cov_resid",NA
"2046","Raft",2010,"SR_cov_resid",NA
"2047","Raft",2011,"SR_cov_resid",NA
"2048","Raft",2012,"SR_cov_resid",NA
"2049","Raft",2013,"SR_cov_resid",NA
"2050","Raft",2014,"SR_cov_resid",NA
"2051","Raft",2015,"SR_cov_resid",NA
"2095","Scotch",2006,"SR_cov_resid",NA
"2096","Scotch",2007,"SR_cov_resid",NA
"2097","Scotch",2008,"SR_cov_resid",NA
"2098","Scotch",2009,"SR_cov_resid",NA
"2099","Scotch",2010,"SR_cov_resid",NA
"2100","Scotch",2011,"SR_cov_resid",NA
"2101","Scotch",2012,"SR_cov_resid",NA
"2102","Scotch",2013,"SR_cov_resid",NA
"2103","Scotch",2014,"SR_cov_resid",NA
"2104","Scotch",2015,"SR_cov_resid",NA
"2161","Seymour",2006,"SR_cov_resid",NA
"2162","Seymour",2007,"SR_cov_resid",NA
"2163","Seymour",2008,"SR_cov_resid",NA
"2164","Seymour",2009,"SR_cov_resid",NA
"2165","Seymour",2010,"SR_cov_resid",NA
"2166","Seymour",2011,"SR_cov_resid",NA
"2167","Seymour",2012,"SR_cov_resid",NA
"2168","Seymour",2013,"SR_cov_resid",NA
"2169","Seymour",2014,"SR_cov_resid",NA
"2170","Seymour",2015,"SR_cov_resid",NA
"2227","Stellako",2006,"SR_cov_resid",NA
"2228","Stellako",2007,"SR_cov_resid",NA
"2229","Stellako",2008,"SR_cov_resid",NA
"2230","Stellako",2009,"SR_cov_resid",NA
"2231","Stellako",2010,"SR_cov_resid",NA
"2232","Stellako",2011,"SR_cov_resid",NA
"2233","Stellako",2012,"SR_cov_resid",NA
"2234","Stellako",2013,"SR_cov_resid",NA
"2235","Stellako",2014,"SR_cov_resid",NA
"2236","Stellako",2015,"SR_cov_resid",NA
"2293","Weaver",2006,"SR_cov_resid",NA
"2294","Weaver",2007,"SR_cov_resid",NA
"2295","Weaver",2008,"SR_cov_resid",NA
"2296","Weaver",2009,"SR_cov_resid",NA
"2297","Weaver",2010,"SR_cov_resid",NA
"2298","Weaver",2011,"SR_cov_resid",NA
"2299","Weaver",2012,"SR_cov_resid",NA
"2300","Weaver",2013,"SR_cov_resid",NA
"2301","Weaver",2014,"SR_cov_resid",NA
"2302","Weaver",2015,"SR_cov_resid",NA
"2358","Birkenhead",2006,"lnRS",-0.550008147696302
"2359","Birkenhead",2007,"lnRS",-0.291673659101351
"2360","Birkenhead",2008,"lnRS",0.337195372031342
"2361","Birkenhead",2009,"lnRS",-0.370689906959093
"2362","Birkenhead",2010,"lnRS",-1.91640614023954
"2363","Birkenhead",2011,"lnRS",-1.43284787199951
"2364","Birkenhead",2012,"lnRS",0.230091106917734
"2365","Birkenhead",2013,"lnRS",-1.51452273315233
"2366","Birkenhead",2014,"lnRS",-1.82493001279786
"2367","Birkenhead",2015,"lnRS",-3.36052941927207
"2424","Bowron",2006,"lnRS",0.724046564557474
"2425","Bowron",2007,"lnRS",0.226926205671093
"2426","Bowron",2008,"lnRS",-1.30431036846066
"2427","Bowron",2009,"lnRS",-0.679160939635679
"2428","Bowron",2010,"lnRS",-0.079716465872071
"2429","Bowron",2011,"lnRS",-1.78466352858078
"2430","Bowron",2012,"lnRS",-3.0530218453681
"2431","Bowron",2013,"lnRS",-3.20758422255515
"2432","Bowron",2014,"lnRS",-0.462838947428937
"2433","Bowron",2015,"lnRS",-3.05804334484577
"2490","Chilko",2006,"lnRS",0.971060765121122
"2491","Chilko",2007,"lnRS",0.0175861967780042
"2492","Chilko",2008,"lnRS",0.0929761961570566
"2493","Chilko",2009,"lnRS",0.688206655763907
"2494","Chilko",2010,"lnRS",-1.03362929327211
"2495","Chilko",2011,"lnRS",-1.26894309872877
"2496","Chilko",2012,"lnRS",-1.02669041540021
"2497","Chilko",2013,"lnRS",-2.14709930055542
"2498","Chilko",2014,"lnRS",-1.03159976443449
"2499","Chilko",2015,"lnRS",-2.7717540228393
"2556","E.Stuart",2006,"lnRS",-0.0415835135794029
"2557","E.Stuart",2007,"lnRS",-0.295462307842872
"2558","E.Stuart",2008,"lnRS",1.04707419045582
"2559","E.Stuart",2009,"lnRS",0.51484381229098
"2560","E.Stuart",2010,"lnRS",-0.64919892752994
"2561","E.Stuart",2011,"lnRS",-3.62966267738982
"2562","E.Stuart",2012,"lnRS",-0.985743069376926
"2563","E.Stuart",2013,"lnRS",-2.26249918138855
"2564","E.Stuart",2014,"lnRS",-0.439084413232639
"2565","E.Stuart",2015,"lnRS",-2.42754737761187
"2609","Fennell",2006,"lnRS",-0.487203667812289
"2610","Fennell",2007,"lnRS",-1.48611829000972
"2611","Fennell",2008,"lnRS",1.1449187558436
"2612","Fennell",2009,"lnRS",0.278854521448579
"2613","Fennell",2010,"lnRS",-0.406464747642932
"2614","Fennell",2011,"lnRS",-2.08145380551764
"2615","Fennell",2012,"lnRS",-0.597186900964511
"2616","Fennell",2013,"lnRS",-1.98360043387998
"2617","Fennell",2014,"lnRS",-1.45280407147034
"2618","Fennell",2015,"lnRS",-1.79422041673535
"2672","Gates",2008,"lnRS",0.74572687010428
"2673","Gates",2009,"lnRS",0.172258460071581
"2674","Gates",2010,"lnRS",-0.483130423794305
"2675","Gates",2011,"lnRS",-1.86841353278945
"2676","Gates",2012,"lnRS",-1.15440801069036
"2677","Gates",2013,"lnRS",-2.34822754052043
"2678","Gates",2014,"lnRS",-1.84001385970811
"2679","Gates",2015,"lnRS",-1.71648078418017
"2736","Harrison",2006,"lnRS",1.51514352253564
"2737","Harrison",2007,"lnRS",1.95086936984564
"2738","Harrison",2008,"lnRS",1.75822731858896
"2739","Harrison",2009,"lnRS",-0.211395313915225
