"","Stock_Analysis","Year","orderID","brood_year","metric","resid_value","N","posdet","prev","mean_load","prevload","agent"
"301","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,76,0.826086956521739,345807.488306368,285667.055557434,"my_arc"
"302","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,193,0.979695431472081,234578.112399109,229815.105040751,"my_arc"
"303","Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,24,0.8,217480.338682758,173984.270946207,"my_arc"
"304","Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,21,0.91304347826087,18631.1017699491,17011.0059638666,"my_arc"
"305","Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,2,0.181818181818182,225641.740440825,41025.770989241,"my_arc"
"306","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,17,0.425,510.893018156765,217.129532716625,"my_arc"
"307","Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,5,0.208333333333333,418.4541045598,87.1779384499583,"my_arc"
"310","Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,7,0.233333333333333,4657.43478370614,1086.73478286477,"my_arc"
"312","Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,11,0.366666666666667,17.2567568216364,6.32747750126667,"my_arc"
"314","Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,22,0.88,404197.628990415,355693.913511565,"my_arc"
"315","Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,94,0.989473684210526,467766.048560853,462842.195418107,"my_arc"
"316","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,41,0.931818181818182,179118.914264518,166906.26101921,"my_arc"
"318","Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,7,0.4375,25837.2794621986,11303.8097647119,"my_arc"
"319","Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,7,0.241379310344828,4356.39230020286,1051.54296901448,"my_arc"
"321","Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,6,0.272727272727273,77.3197343918333,21.0872002886818,"my_arc"
"324","Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,3,0.157894736842105,9.59103043833333,1.51437322710526,"my_arc"
"327","Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,15,0.319148936170213,27707.3068473872,8842.75750448528,"my_arc"
"328","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,7,0.411764705882353,4133.57792615186,1702.06149900371,"my_arc"
"330","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,22,1,53105.3349822497,53105.3349822497,"my_arc"
"333","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,16,0.551724137931034,140.093913800688,77.293193821069,"pa_min"
"334","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,1,0.0108695652173913,2.739344238,0.0297754808478261,"pa_min"
"335","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,19,0.0964467005076142,286.568676983632,27.6386033639036,"pa_min"
"336","Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,0,0,NA,NA,"pa_min"
"337","Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,1,0.0434782608695652,17.23509466,0.74935194173913,"pa_min"
"338","Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"pa_min"
"339","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"pa_min"
"340","Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,2,0.0833333333333333,22.81876699,1.90156391583333,"pa_min"
"343","Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,4,0.133333333333333,277.359320585,36.9812427446667,"pa_min"
"345","Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,2,0.0666666666666667,1057.37940038,70.4919600253333,"pa_min"
"347","Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,0,0,NA,NA,"pa_min"
"348","Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,8,0.0842105263157895,34.235042290125,2.88295092969474,"pa_min"
"349","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,7,0.159090909090909,97.2657342865714,15.4740940910455,"pa_min"
"351","Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,5,0.3125,30.937686886,9.668027151875,"pa_min"
"352","Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,2,0.0689655172413793,144051.280503575,9934.57106921207,"pa_min"
"354","Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,1,0.0454545454545455,55.12094821,2.50549764590909,"pa_min"
"357","Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,2,0.105263157894737,28.739826123,3.02524485505263,"pa_min"
"360","Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,3,0.0638297872340425,5.55969917933333,0.354874415702128,"pa_min"
"361","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,1,0.0588235294117647,37.68018174,2.21648127882353,"pa_min"
"363","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,20,0.909090909090909,2630.5799571385,2391.43632467136,"pa_min"
"366","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,4,0.137931034482759,0.06974033325,0.00961935631034483,"pa_pse"
"367","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,1,0.0108695652173913,1398.414256,15.2001549565217,"pa_pse"
"368","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,1,0.0050761421319797,0.104966056,0.00053282261928934,"pa_pse"
"369","Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,0,0,NA,NA,"pa_pse"
"370","Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,0,0,NA,NA,"pa_pse"
"371","Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,1,0.0909090909090909,39037.52416,3548.86583272727,"pa_pse"
"372","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"pa_pse"
"373","Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,0,0,NA,NA,"pa_pse"
"376","Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,0,0,NA,NA,"pa_pse"
"378","Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,0,0,NA,NA,"pa_pse"
"380","Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,1,0.04,0.910825271,0.03643301084,"pa_pse"
"381","Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,0,0,NA,NA,"pa_pse"
"382","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,0,0,NA,NA,"pa_pse"
"384","Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,0,0,NA,NA,"pa_pse"
"385","Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,0,0,NA,NA,"pa_pse"
"387","Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,0,0,NA,NA,"pa_pse"
"390","Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,0,0,NA,NA,"pa_pse"
"393","Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,0,0,NA,NA,"pa_pse"
"394","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,0,0,NA,NA,"pa_pse"
"396","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,0,0,NA,NA,"pa_pse"
"399","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,2,0.0689655172413793,6.5814154675,0.453890721896552,"pa_ther"
"400","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,1,0.0108695652173913,473.4947429,5.14668198804348,"pa_ther"
