"","V1","V2","V3"
"b[(Intercept) Year:2009]","0.999591226554965","de_sal","Rhat"
"b[(Intercept) Year:2010]","0.999388096781648","de_sal","Rhat"
"b[(Intercept) Year:2011]","1.00007908301251","de_sal","Rhat"
"b[(Intercept) Year:2012]","0.999380429946829","de_sal","Rhat"
"b[(Intercept) Year:2013]","0.99934498698007","de_sal","Rhat"
"b[(Intercept) Year:2014]","0.999439546254109","de_sal","Rhat"
"b[(Intercept) Year:2015]","0.999751705810126","de_sal","Rhat"
"b[(Intercept) Year:2016]","1.00068692230281","de_sal","Rhat"
"b[(Intercept) Year:2017]","1.00024105099752","de_sal","Rhat"
"b[(Intercept) Year:2018]","1.00057428921013","de_sal","Rhat"
"sigma","1.0006673883677","de_sal","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00091184630346","de_sal","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","1.00024881534963","de_sal","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00041779814844","de_sal","Rhat"
"prev_std","0.999689721456892","fa_mar","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00080071693605","fa_mar","Rhat"
"b[prev_std Stock:Birkenhead]","0.999968714449555","fa_mar","Rhat"
"b[(Intercept) Stock:Bowron]","0.999819885274679","fa_mar","Rhat"
"b[prev_std Stock:Bowron]","1.00073284980031","fa_mar","Rhat"
"b[(Intercept) Stock:Chilko]","0.999788077166474","fa_mar","Rhat"
"b[prev_std Stock:Chilko]","0.999298537310395","fa_mar","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999379636026858","fa_mar","Rhat"
"b[prev_std Stock:E.Stuart]","0.999372951681167","fa_mar","Rhat"
"b[(Intercept) Stock:Gates]","0.999895332024332","fa_mar","Rhat"
"b[prev_std Stock:Gates]","1.00018435010186","fa_mar","Rhat"
"b[(Intercept) Stock:Harrison]","1.00054682460479","fa_mar","Rhat"
"b[prev_std Stock:Harrison]","0.999675286382964","fa_mar","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999688574579763","fa_mar","Rhat"
"b[prev_std Stock:L.Shuswap]","0.999822351168778","fa_mar","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00044116124836","fa_mar","Rhat"
"b[prev_std Stock:L.Stuart]","1.00011646991211","fa_mar","Rhat"
"b[(Intercept) Stock:Nadina]","0.999144780202706","fa_mar","Rhat"
"b[prev_std Stock:Nadina]","1.00145573183942","fa_mar","Rhat"
"b[(Intercept) Stock:Pitt]","1.00050289378521","fa_mar","Rhat"
"b[prev_std Stock:Pitt]","1.0000131857257","fa_mar","Rhat"
"b[(Intercept) Stock:Portage]","0.999637589746386","fa_mar","Rhat"
"b[prev_std Stock:Portage]","1.000924026276","fa_mar","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00024047050026","fa_mar","Rhat"
"b[prev_std Stock:Quesnel]","1.00024023413986","fa_mar","Rhat"
"b[(Intercept) Stock:Raft]","0.999471761450757","fa_mar","Rhat"
"b[prev_std Stock:Raft]","1.00029720246684","fa_mar","Rhat"
"b[(Intercept) Stock:Scotch]","1.00014829679639","fa_mar","Rhat"
"b[prev_std Stock:Scotch]","0.999216386873153","fa_mar","Rhat"
"b[(Intercept) Stock:Seymour]","0.999194014419776","fa_mar","Rhat"
"b[prev_std Stock:Seymour]","1.00011628127079","fa_mar","Rhat"
"b[(Intercept) Stock:Stellako]","1.00075575983406","fa_mar","Rhat"
"b[prev_std Stock:Stellako]","1.00062854965333","fa_mar","Rhat"
"b[(Intercept) Stock:Weaver]","1.00104467211957","fa_mar","Rhat"
"b[prev_std Stock:Weaver]","1.00008671691375","fa_mar","Rhat"
"b[(Intercept) Year:2008]","0.999703362475344","fa_mar","Rhat"
"b[(Intercept) Year:2009]","0.999814057368272","fa_mar","Rhat"
"b[(Intercept) Year:2010]","0.999552414757614","fa_mar","Rhat"
"b[(Intercept) Year:2011]","0.999748800687914","fa_mar","Rhat"
"b[(Intercept) Year:2012]","1.00009817737509","fa_mar","Rhat"
"b[(Intercept) Year:2013]","0.999423200476667","fa_mar","Rhat"
"b[(Intercept) Year:2014]","0.999561381117214","fa_mar","Rhat"
"b[(Intercept) Year:2015]","1.00007520001481","fa_mar","Rhat"
"b[(Intercept) Year:2016]","0.999881805995351","fa_mar","Rhat"
"b[(Intercept) Year:2017]","1.00113086308569","fa_mar","Rhat"
"b[(Intercept) Year:2018]","1.00029051305499","fa_mar","Rhat"
"sigma","1.00054952098767","fa_mar","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00128130802618","fa_mar","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","1.00129843585174","fa_mar","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00122479530114","fa_mar","Rhat"
"prev_std","1.00220370476553","fl_psy","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.0018952837398","fl_psy","Rhat"
"b[prev_std Stock:Birkenhead]","1.00040747956232","fl_psy","Rhat"
"b[(Intercept) Stock:Bowron]","1.00014037633803","fl_psy","Rhat"
"b[prev_std Stock:Bowron]","0.999516422489898","fl_psy","Rhat"
"b[(Intercept) Stock:Chilko]","1.00120250304074","fl_psy","Rhat"
"b[prev_std Stock:Chilko]","1.00040405690714","fl_psy","Rhat"
"b[(Intercept) Stock:E.Stuart]","1.00035372927896","fl_psy","Rhat"
"b[prev_std Stock:E.Stuart]","0.999788396583693","fl_psy","Rhat"
"b[(Intercept) Stock:Gates]","1.00287448740838","fl_psy","Rhat"
"b[prev_std Stock:Gates]","0.999347450257348","fl_psy","Rhat"
"b[(Intercept) Stock:Harrison]","1.00029558004294","fl_psy","Rhat"
"b[prev_std Stock:Harrison]","1.00013426775801","fl_psy","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999992195846109","fl_psy","Rhat"
"b[prev_std Stock:L.Shuswap]","1.00163894983059","fl_psy","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00128870704415","fl_psy","Rhat"
"b[prev_std Stock:L.Stuart]","0.999778758510914","fl_psy","Rhat"
"b[(Intercept) Stock:Nadina]","0.999967510343105","fl_psy","Rhat"
"b[prev_std Stock:Nadina]","1.00293469986468","fl_psy","Rhat"
"b[(Intercept) Stock:Pitt]","1.00010309527372","fl_psy","Rhat"
"b[prev_std Stock:Pitt]","0.999742091358558","fl_psy","Rhat"
"b[(Intercept) Stock:Portage]","1.00244705143283","fl_psy","Rhat"
"b[prev_std Stock:Portage]","0.999543496234134","fl_psy","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00284592706716","fl_psy","Rhat"
"b[prev_std Stock:Quesnel]","1.00133886269416","fl_psy","Rhat"
"b[(Intercept) Stock:Raft]","1.0002354539914","fl_psy","Rhat"
"b[prev_std Stock:Raft]","0.999920977668089","fl_psy","Rhat"
"b[(Intercept) Stock:Scotch]","1.00005111295326","fl_psy","Rhat"
"b[prev_std Stock:Scotch]","0.999472018598706","fl_psy","Rhat"
"b[(Intercept) Stock:Seymour]","1.00092605471738","fl_psy","Rhat"
"b[prev_std Stock:Seymour]","0.99962591590286","fl_psy","Rhat"
"b[(Intercept) Stock:Stellako]","1.00088060027983","fl_psy","Rhat"
"b[prev_std Stock:Stellako]","0.999587291644017","fl_psy","Rhat"
"b[(Intercept) Stock:Weaver]","1.00339420968047","fl_psy","Rhat"
"b[prev_std Stock:Weaver]","1.00040738919271","fl_psy","Rhat"
"b[(Intercept) Year:2008]","0.999317030636292","fl_psy","Rhat"
"b[(Intercept) Year:2009]","0.999804806696256","fl_psy","Rhat"
"b[(Intercept) Year:2010]","0.999751362668158","fl_psy","Rhat"
"b[(Intercept) Year:2011]","0.999397772037039","fl_psy","Rhat"
"b[(Intercept) Year:2012]","0.999385934247732","fl_psy","Rhat"
"b[(Intercept) Year:2013]","1.0001593067393","fl_psy","Rhat"
"b[(Intercept) Year:2014]","0.999806786628363","fl_psy","Rhat"
"b[(Intercept) Year:2015]","0.999674422787655","fl_psy","Rhat"
"b[(Intercept) Year:2016]","0.999540653433545","fl_psy","Rhat"
"b[(Intercept) Year:2017]","0.99986694069021","fl_psy","Rhat"
"b[(Intercept) Year:2018]","0.999984933736983","fl_psy","Rhat"
"sigma","1.00004535483773","fl_psy","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00414697506445","fl_psy","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","0.999463012942298","fl_psy","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00114108163991","fl_psy","Rhat"
"prev_std","1.0000414623977","ic_hof","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00005681827546","ic_hof","Rhat"
"b[prev_std Stock:Birkenhead]","1.00081148170642","ic_hof","Rhat"
"b[(Intercept) Stock:Bowron]","0.999763011132971","ic_hof","Rhat"
"b[prev_std Stock:Bowron]","0.999325201942425","ic_hof","Rhat"
"b[(Intercept) Stock:Chilko]","0.999178583926954","ic_hof","Rhat"
"b[prev_std Stock:Chilko]","0.999907478530872","ic_hof","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999696074448854","ic_hof","Rhat"
"b[prev_std Stock:E.Stuart]","0.999823211021545","ic_hof","Rhat"
"b[(Intercept) Stock:Gates]","0.999690507709204","ic_hof","Rhat"
"b[prev_std Stock:Gates]","1.00025988704391","ic_hof","Rhat"
"b[(Intercept) Stock:Harrison]","1.0001252796836","ic_hof","Rhat"
"b[prev_std Stock:Harrison]","1.00041049478856","ic_hof","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999613020231312","ic_hof","Rhat"
"b[prev_std Stock:L.Shuswap]","1.00075553123003","ic_hof","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999788370814636","ic_hof","Rhat"
"b[prev_std Stock:L.Stuart]","1.00058482421601","ic_hof","Rhat"
"b[(Intercept) Stock:Nadina]","0.999298965584531","ic_hof","Rhat"
"b[prev_std Stock:Nadina]","1.0000893391827","ic_hof","Rhat"
"b[(Intercept) Stock:Pitt]","0.999712942906528","ic_hof","Rhat"
"b[prev_std Stock:Pitt]","0.999372754722577","ic_hof","Rhat"
"b[(Intercept) Stock:Portage]","0.999716054399471","ic_hof","Rhat"
"b[prev_std Stock:Portage]","1.00015615570321","ic_hof","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00097244913272","ic_hof","Rhat"
"b[prev_std Stock:Quesnel]","1.00051723674217","ic_hof","Rhat"
"b[(Intercept) Stock:Raft]","1.00026198401646","ic_hof","Rhat"
"b[prev_std Stock:Raft]","0.999794039964712","ic_hof","Rhat"
"b[(Intercept) Stock:Scotch]","1.00011518964868","ic_hof","Rhat"
"b[prev_std Stock:Scotch]","1.00056042110783","ic_hof","Rhat"
"b[(Intercept) Stock:Seymour]","0.999809028569821","ic_hof","Rhat"
"b[prev_std Stock:Seymour]","0.999582918821164","ic_hof","Rhat"
"b[(Intercept) Stock:Stellako]","1.00034238681116","ic_hof","Rhat"
"b[prev_std Stock:Stellako]","0.999648939908777","ic_hof","Rhat"
"b[(Intercept) Stock:Weaver]","0.999427859253184","ic_hof","Rhat"
"b[prev_std Stock:Weaver]","0.99999459035292","ic_hof","Rhat"
"b[(Intercept) Year:2008]","0.999428305322676","ic_hof","Rhat"
"b[(Intercept) Year:2009]","0.999901451408763","ic_hof","Rhat"
"b[(Intercept) Year:2010]","0.999431443885095","ic_hof","Rhat"
